단어,점수
움츠러드는,-1.0
움츠러들거나,-1.0
움츠리는,-1.0
움츠리다,-1.0
움츠린다는,-1.0
움츠림을,-1.0
웃기는,1.0
웃기려고,0.0
웃는,2.0
웃다,2.0
웃다성글대다,2.0
웃으며,2.0
웃으면서,2.0
웃을,2.0
웃음바다,1.0
웅장하고,1.0
웅장한,1.0
원대하다,-1.0
원동력,1.0
원만하거나,1.0
원만하게,1.0
원만하고,1.0
원만하다,1.0
원만한,1.0
원망,1.0
원망과,-2.0
원망스럽게,-2.0
원망스럽고,-2.0
원망스럽다,-2.0
원망이나,-2.0
원망하는,-2.0
원망하다,-2.0
원망하듯,-2.0
원통,1.0
원통하거나,-2.0
원통하게,-2.0
원통하고,-2.0
원통하다,1.0
원통하여,-2.0
원통한,-2.0
원하다,0.0
원한,-2.0
원한이,-2.0
원한이나,-2.0
원활하여,2.0
월등히,2.0
웬만하여,1.0
웰빙,2.0
위급한,-1.0
위기,-1.0
위기적,-1.0
위꼴사,1.0
위대하다,2.0
위대한,2.0
위반되어,-1.0
위반한,-1.0
위배하다,-1.0
위법,-1.0
위엄을,2.0
위엄있는,1.0
위장염의,-2.0
위조,-1.0
위조하거나,-1.0
위조하다,-1.0
위조함으로써,-1.0
위축,-1.0
위축감,-1.0
위축되다,-1.0
위태로운,-1.0
위태로움,-2.0
위태로움을,-1.0
위태롭거나,-1.0
위태롭게,-1.0
위태롭다,-1.0
위태하여,-1.0
위트,2.0
위하는,1.0
위험이,-2.0
위험하다,-2.0
위험한,-2.0
위협에,-2.0
위협을,-2.0
위협적이거나,-2.0
위협하거나,-2.0
위협하기,-2.0
위협하는,-2.0
위협하다,-2.0
위협하여,-2.0
유감,-1.0
유감스러운,-1.0
유감스럽다,-1.0
유능하다,2.0
유능한,2.0
유들유들한,-1.0
유리하다,1.0
유리하도록,1.0
유리한,2.0
유명하다,2.0
유명한,1.0
유명해지다,1.0
유요함을,1.0
유용하다,2.0
유용한,2.0
유익하다,2.0
유익한,2.0
유죄,-2.0
유지함,2.0
유창하게,2.0
유창하다,1.0
유창한,2.0
유치하다,-1.0
유쾌감,2.0
유쾌하게,2.0
유쾌하고,2.0
유쾌하다,2.0
유쾌한,2.0
유쾌함,2.0
유쾌히,2.0
윤기,1.0
윤기가,1.0
윤리적인,1.0
윤택하게,1.0
융통성,1.0
융통하거나,1.0
으름장을,-1.0
으스스,-1.0
으시시,-1.0
으쓱,2.0
으쓱거리다,2.0
으쓱으쓱,2.0
으쓱으쓱하다,2.0
으쓱이다,2.0
으쓱하다,2.0
윽박,-2.0
윽박다,-2.0
윽박지르다,-2.0
윽박질,-2.0
윽박질하다,-2.0
윽윽거리다,0.0
윽윽대다,0.0
윽윽하다,0.0
은총,2.0
은혜,2.0
은혜나,2.0
은혜로운,1.0
은혜롭다,2.0
은혜를,2.0
은혜에,2.0
은혜와,2.0
을러대고,-2.0
을러대어,-2.0
음기,-2.0
음란하고,-1.0
음란하다,-2.0
음란한,-2.0
음모,-2.0
음산하고,-1.0
음침하다,-1.0
음침한,-2.0
음침함,-2.0
음흉하고,-2.0
음흉하다,-2.0
음흉한,-2.0
응석을,-1.0
응어리진,-1.0
의기가,1.0
의기소침,-1.0
의기소침하다,-1.0
의기양양,1.0
의기양양하게,1.0
의기양양하다,1.0
의기양양하여,1.0
의기저상,-1.0
의기저상하다,-1.0
의로운,2.0
의롭다,2.0
의심,-1.0
의심나다,-1.0
의심되다,-1.0
의심스러운,-2.0
의심스럽거나,-1.0
의심스럽고,-1.0
의심스럽다,-1.0
의심쩍다,-1.0
의심하는,-1.0
의심하다,-1.0
의아스러운,-1.0
의아심,-1.0
의아하다,-1.0
의욕,1.0
의욕이나,1.0
의인,-2.0
의젓하거나,1.0
의젓하고,1.0
의젓하다,-2.0
의젓한,1.0
의존성이,-1.0
의좋게,1.0
의지하다,1.0
의합하다,2.0
의회,-1.0
의회하다,-1.0
이간질하다,-1.0
이기거나,1.0
이기다,1.0
이기적,-2.0
이기적인,-2.0
이끌리는,1.0
이득,2.0
이득을,2.0
이득이나,2.0
이랬다저랬다,-1.0
이로우며,2.0
이롭거나,2.0
이롭게,2.0
이루거나,1.0
이루다,1.0
이루어,1.0
이루어지다,1.0
이루어지도록,1.0
이룩하다,1.0
이룩함,1.0
이룸,1.0
이뭐병,-1.0
이바지하다,1.0
이벤트,1.0
이별하다,-1.0
이쁘다,2.0
이쁘장스럽다,2.0
이쁜,2.0
이상하게,-1.0
이상하다,-1.0
이성적,2.0
이성적인,2.0
이야기하다,-1.0
이이없다,-1.0
이익,2.0
이익을,2.0
이익이,2.0
이죽이죽하면서,-2.0
이타적인,2.0
이해하거나,1.0
이해하고,1.0
이해하는,1.0
이혼을,-1.0
익살궂다,0.0
익살극,0.0
익살맞다,0.0
익살바르다,-1.0
익살배기,0.0
익살스럽게,0.0
익살스럽다,0.0
익살스레,0.0
익살을,0.0
익살쟁이,0.0
익숙하고,1.0
익숙하도록,1.0
익숙한,1.0
익숙해짐,1.0
익히게,1.0
인간애를,1.0
인기,1.0
인기있는,2.0
인기있다,2.0
인덕으로,1.0
인사불성이,-2.0
인상적이다,1.0
인색하게,-1.0
인색하다,-2.0
인색한,-2.0
인연이,1.0
인재를,1.0
인정,1.0
인정되거나,2.0
인정받는,2.0
인정받다,1.0
인정있는,1.0
인정있다,2.0
인정하다,1.0
인정하여,1.0
일깨워,1.0
일러바치다,-1.0
일류,-1.0
일방적으로,-1.0
일부러,-1.0
일진,-1.0
일품이다,2.0
잃거나,-1.0
잃게,-1.0
잃다,-1.0
잃어버리다,-1.0
잃었다,-1.0
잃은,-1.0
잃을,-1.0
임신구토,-1.0
임질,-1.0
잉여,-1.0
자괴,-2.0
자괴감,-2.0
자긍,1.0
자긍심,1.0
자기중심적,-1.0
자기하다,-1.0
자랑스런,1.0
자랑스럽다,2.0
자랑자랑하다,1.0
자랑하다,1.0
자리다,-1.0
자리자라한,-1.0
자리자리한,-1.0
자린,-1.0
자릿자릿하다,-1.0
자릿한,-1.0
자부하다,1.0
자비,1.0
자비로써,1.0
자비로운,1.0
자비로움을,1.0
자비를,1.0
자비심으로,1.0
자비심이,1.0
자비의,1.0
자빠지거나,-1.0
자빠지는,-1.0
자빠지다,-1.0
자상하게,2.0
자상하다,2.0
자세히,1.0
자송,-1.0
자송하다,-1.0
자신감,1.0
자신하다,1.0
자애로,2.0
자애를,2.0
자연스럽게,1.0
자연스럽다,1.0
자유로운,1.0
자유롭게,1.0
자지러지게,1.0
자지러지도록,-1.0
자지러질,-1.0
자질,1.0
자질구레한,-1.0
자책,-1.0
자책하다,-1.0
자폐하다,-2.0
자포자기,-1.0
자포자기하다,-1.0
자포하다,-1.0
자해,-2.0
자해하다,-1.0
작붕,-1.0
잔꾀로,-1.0
잔부끄러움,-1.0
잔소리,-1.0
잔소리나,-1.0
잔소리를,-1.0
잔인하다,-2.0
잔인한,-2.0
잗달고,-2.0
잘되고,2.0
잘되다,2.0
잘되어,2.0
잘된,2.0
잘될,2.0
잘됨,2.0
잘망스럽게,-1.0
잘먹다,2.0
잘못,-2.0
잘못되는,-2.0
잘못되어,-2.0
잘못되었거나,-2.0
잘못되었을,-2.0
잘못된,-2.0
잘못에,-2.0
잘못을,-2.0
잘못이,-2.0
잘못이나,-2.0
잘못하거나,-2.0
잘못하다,-2.0
잘못하여,-2.0
잘못함,-2.0
잘빠진,1.0
잘생겨,2.0
잘생기다,2.0
잘생긴,1.0
잘아지고,-1.0
잘하는,2.0
잘하다,2.0
잘한,2.0
잘해,2.0
잡되고,-2.0
잡스러운,-2.0
잡스럽게,-2.0
잡스럽다,-2.0
장난삼아,-1.0
장난스럽게,-1.0
장애,-2.0
장애가,-2.0
장애로,-2.0
장애를,-2.0
장애물을,-2.0
장애인,-2.0
장엄한,2.0
장점,2.0
장점을,2.0
장점이다,2.0
장하다,2.0
장학금,1.0
재난,-2.0
재난을,-1.0
재능,1.0
재능을,1.0
재능이라는,1.0
재미,2.0
재미가,1.0
재미없다,-1.0
재미있게,2.0
재미있는,2.0
재미있다,2.0
재밌는,2.0
재발하거나,-1.0
재앙,-2.0
재앙이,-2.0
재앙이나,-2.0
재주,1.0
재주를,1.0
재촉하다,-1.0
재촉하여,-1.0
재치,1.0
재치있다,1.0
재해와,-2.0
잴뚝대다,-1.0
저급,-1.0
저급하다,-1.0
저급한,-2.0
저는,-1.0
저렴하다,1.0
저리거나,-1.0
저리고,-1.0
저리다,-1.0
저린,-1.0
저릿한,-1.0
저버리다,-2.0
저주,-2.0
저주의,-2.0
저주하는,-2.0
저주하여,-2.0
저지른,-1.0
저품질,-1.0
저하되다,-1.0
저하시키다,-1.0
적극,1.0
적극적으로,1.0
적극적이다,-1.0
적극적인,1.0
적당하게,1.0
적당하다,1.0
적당한,1.0
적대적으로,-2.0
적절하게,1.0
적절한,2.0
적절히,2.0
적합하다,1.0
적합하도록,1.0
적확한,1.0
전문가,1.0
전성,1.0
전염병,-1.0
전전긍긍,-2.0
전전긍긍하다,-2.0
절거나,-1.0
절다,-1.0
절도질,-2.0
절망,-2.0
절망스럽다,-2.0
절망에,-2.0
절망으로,-2.0
절망적이다,-2.0
절망하다,-2.0
절며,-1.0
절면서,-1.0
절박하다,-1.0
절실하게,0.0
절실하다,0.0
절절매다,-1.0
절친,2.0
젊고,1.0
젊다,1.0
젊은,2.0
점잖게,2.0
점잖고,2.0
점잖다,2.0
점잖은,2.0
점잖이,2.0
접대하다,1.0
접대함,1.0
정결히,1.0
정겹고,2.0
정겹다,2.0
정교하고,1.0
정교한,1.0
정다운,2.0
정답게,2.0
정답고,2.0
정답다,2.0
정당하게,1.0
정당한,1.0
정돈되어,1.0
정돈하다,1.0
정밀하고,1.0
정밀한,1.0
정분이,1.0
정상,1.0
정성껏,1.0
정성스럽다,1.0
정성스레,1.0
정성으로,2.0
정성을,1.0
정성이,1.0
정성이나,1.0
정신병,-2.0
정신없다,-1.0
정신없이,-1.0
정신질환,-2.0
정연하게,1.0
정열,1.0
정의롭다,1.0
정의를,1.0
정정당당하다,2.0
정정당당한,2.0
정중하게,1.0
정중하다,2.0
정중한,1.0
정중히,1.0
정하다,1.0
정확하게,1.0
정확하고,1.0
정확한,1.0
제대로,1.0
제때에,1.0
제멋대로,-1.0
제한되거나,-1.0
제한적,-2.0
제한적인,-2.0
져서,-1.0
조걸위악하다,-2.0
조급하게,-1.0
조급하여,-1.0
조급한,-1.0
조급해지고,-1.0
조롱하거나,-1.0
조롱하다,-1.0
조르거나,-1.0
조르는,-1.0
조마조마하게,-1.0
조마조마하다,-1.0
조마조마하여,-1.0
조마조마한,-1.0
조마조마함,-1.0
조바심,-1.0
조바심이,-1.0
조바심하며,-1.0
조심스러움,1.0
조심스럽게,1.0
조심하다,-1.0
조심함,-1.0
조여들다,-1.0
조잡하다,-1.0
조잡한,-1.0
조화,2.0
조화되어,2.0
조화된,2.0
조화로운,2.0
조화로움,2.0
조화롭고,2.0
조화롭다,2.0
조화를,2.0
조화시키고,2.0
족치는,-2.0
존경,1.0
존경받는,2.0
존경받다,2.0
존경스럽거나,2.0
존경의,2.0
존경하는,2.0
존경하다,1.0
존귀하고,2.0
존귀한,2.0
존대를,2.0
존망,-1.0
존멸,-1.0
존멸하다,-1.0
존못,-2.0
존속하다,0.0
존예,2.0
존잘,2.0
존중,1.0
존중하다,1.0
졸도,-2.0
졸아들고,-1.0
졸임,-1.0
좀도둑,-1.0
좀스러워,-2.0
좀스럽게,-2.0
좀스럽고,-2.0
좀스럽다,-2.0
종기가,-1.0
종말,-1.0
종알거리거나,-1.0
종횡무진,0.0
좆같다,-2.0
좆같이,-2.0
좆다,-1.0
좆심,-1.0
좇다,0.0
좋거나,2.0
좋게,2.0
좋고,2.0
좋다,2.0
좋다고,2.0
좋아,2.0
좋아서,2.0
좋아지내다,2.0
좋아지다,2.0
좋아하거나,2.0
좋아하고,2.0
좋아하는,2.0
좋아하다,2.0
좋아하여,2.0
좋아함,2.0
좋아해,2.0
좋으면,2.0
좋은,2.0
좋은가봉가,1.0
좋은일하기운동,2.0
좋을,2.0
좋음,2.0
좋음을,2.0
좌빨,-1.0
좌욕,-2.0
좌절,-2.0
좌절하다,-2.0
좌좀,-1.0
죄가,-2.0
죄를,-2.0
죄범,-2.0
죄송히,-1.0
죄수,-2.0
죄스러울,-2.0
죄스럽다,-2.0
죄악감,-2.0
죄악관영,-2.0
죄악관영하다,-2.0
죄악만을,-2.0
죄악사,-2.0
죄악상,-2.0
죄악스럽다,-2.0
죄악스레,-2.0
죄악시,-2.0
죄악시되다,-2.0
죄악시하다,-2.0
죄악에,-2.0
죄악으로,-2.0
죄악을,-2.0
죄악이,-2.0
죄악이라고,-2.0
죄어들거나,-1.0
죄어들다,-1.0
죄어서,-1.0
죄어치다,-1.0
죄업,-2.0
죄에,-2.0
죄의식,-2.0
죄이거나,-1.0
죄인의,-2.0
죄인이,-2.0
죄지은,-2.0
주의하게,-1.0
주작,-1.0
주저앉거나,-1.0
주저앉다,-1.0
주저주저하거나,-1.0
주저주저하는,-1.0
주저주저하다,-1.0
주저하는,-1.0
주저하다,-1.0
주제넘게,-1.0
주제넘고,-2.0
주제넘다,-2.0
주책없는,-2.0
주책없다,-1.0
주책없이,-2.0
주체스럽게,-2.0
주춤,-1.0
주춤거리다,-1.0
주춤대다,-1.0
주춤병,-1.0
주춤주춤,-1.0
죽게,-1.0
죽기로,-1.0
죽기만을,-1.0
죽는,-1.0
죽다,-1.0
죽어서,-1.0
죽었을,-1.0
죽여서,-1.0
죽은,-1.0
죽을맛,-1.0
죽음,-1.0
죽음에,-1.0
죽음을,-1.0
죽음의,-2.0
죽이는,-1.0
죽이다,-1.0
죽임,-2.0
죽임을,-1.0
줄어들거나,-1.0
중단하다,-1.0
중대한,1.0
중독,-1.0
중병이,-2.0
중상,-2.0
중얼거리는,-1.0
중요하게,1.0
중요하고,1.0
중요하다,1.0
중요한,1.0
중풍,-2.0
중풍과,-1.0
중풍으로,-2.0
즐거운,2.0
즐거움,2.0
즐거움과,2.0
즐거움을,2.0
즐거움이,2.0
즐거워,2.0
즐거워하다,2.0
즐거워한다는,2.0
즐거워함,2.0
즐겁게,2.0
즐겁고,2.0
즐겁다,2.0
즐겨,2.0
즐기고,2.0
즐기기,2.0
즐기는,2.0
즐기다,2.0
즐기며,2.0
즐김,2.0
증오,-2.0
증오감,-2.0
증오심,-2.0
증오하다,-2.0
증오해,-2.0
지겨워하다,-2.0
지겹게,-2.0
지겹다,-2.0
지겹도록,-2.0
지경,-1.0
지근대다,-1.0
지긋지긋하고,-1.0
지껄이는,-1.0
지껄이다,-1.0
지껄이며,-1.0
지나치거나,-1.0
지나치게,-1.0
지나치다,-1.0
지나친,-2.0
지다,-1.0
지독하다,-2.0
지독한,-1.0
지루,-1.0
지루하게,-1.0
지루하고,-1.0
지루하다,-1.0
지루하여,-1.0
지루한,-1.0
지루해져서,-1.0
지못미,-1.0
지옥,-2.0
지저분하게,-2.0
지저분하고,-2.0
지저분하다,-2.0
지저분한,-2.0
지적이고,1.0
지적이다,2.0
지적인,2.0
지지,-1.0
지쳐,-1.0
지쳐서,-1.0
지치거나,-1.0
지치고,-1.0
지친,-1.0
지혜,2.0
지혜가,2.0
지혜로,2.0
지혜로부터,2.0
지혜로써,2.0
지혜로우며,1.0
지혜로운,1.0
지혜롭고,2.0
지혜롭다,2.0
지혜를,2.0
지혜와,2.0
지혜의,2.0
지혜이다,2.0
진국이다,2.0
진귀하고,2.0
진리,1.0
진리를,1.0
진리와,1.0
진물,-1.0
진물이,-1.0
진실,1.0
진실된,1.0
진실을,1.0
진실하고,1.0
진실하여,1.0
진실한,1.0
진저리,-2.0
진저리가,-2.0
진절머리,-2.0
진정되어,1.0
진정하다,1.0
진지충,-1.0
진집을,-1.0
진취적,1.0
진취적이다,2.0
진취적인,1.0
질겁,-1.0
질겁하다,-1.0
질기다,0.0
질리다,-1.0
질림,-1.0
질병,-2.0
질병을,-1.0
질병이,-2.0
질색,-2.0
질색하다,-2.0
질식시키거나,-1.0
질질거리다,-1.0
질투,-1.0
질투로,-1.0
질투심,-1.0
질투하다,-1.0
질환,-2.0
질환의,-1.0
집적거려,-2.0
집적거리거나,-2.0
집적집적,-2.0
집적집적하다,-2.0
짓궂게,-2.0
짓궂다,-2.0
짓궂은,-2.0
짓궃게,-2.0
짓궃고,-2.0
짓궃은,-2.0
짓눌러,-1.0
짓눌러서,-1.0
짓무르고,-1.0
짓무르다,-1.0
짓물러,-1.0
짓밟는,-1.0
짓밟다,-1.0
징그러운,-1.0
징그러울,-1.0
징그럽다,-1.0
징얼거리다,-1.0
징얼징얼,-1.0
징얼징얼하다,-1.0
징징거리다,-1.0
징징대다,-1.0
징징하다,-1.0
짖궂게,-2.0
짖궂은,-2.0
짜그라트리다,-1.0
짜르르대다,-1.0
짜릿하다,1.0
짜증,-2.0
짜증나는,-2.0
짜증나다,-1.0
짜증난,-2.0
짜증내다,-2.0
짜증스럽다,-2.0
짜증을,-2.0
짜증이,-2.0
짜지다,-1.0
짝남,1.0
짝녀,-1.0
짤뚜룩대다,-1.0
짧다,-1.0
짭짭대다,-1.0
쩔쩔매거나,-2.0
쩔쩔매는,-2.0
쩔쩔맴을,-2.0
쩝쩝대다,-2.0
쪼들려서,-1.0
쪼들리게,-2.0
쪼들린,-2.0
쭈그러들게,-1.0
쭈그러들다,-1.0
쭈그러듦,-1.0
쭈그러져,-1.0
쭈그렁이,-1.0
쭈글쭈글한,-1.0
찌그러져,-1.0
찌그러트리다,-1.0
찌꺼기,-1.0
찌들고,-1.0
찌르듯이,-1.0
찌푸리는,-1.0
찐따,-1.0
찔찔대다,-1.0
찝쩍대다,-2.0
찝찝하다,-2.0
찡그리다,-1.0
찡찡대다,-1.0
찡찡이,-1.0
찡찡한,-1.0
찢어져,-1.0
찢어진,-1.0
차가움을,-1.0
차도남,1.0
차도녀,1.0
차마,-1.0
착실하다,2.0
착실한,2.0
착잡하거나,-2.0
착취하여,-1.0
착하고,2.0
착하다,2.0
착하여,2.0
착한,2.0
찬란하거나,2.0
찬란하다,2.0
찬미하는,2.0
찬미한,2.0
찬사,1.0
찬양,2.0
찬양하는,2.0
찬양하다,2.0
찬양함,2.0
찬찬하고,1.0
찬찬하다,1.0
찬찬하며,1.0
찬찬한,1.0
찬칭하다,2.0
찬탄하고,2.0
찬탄하는,2.0
찬탄하여,2.0
찬탄한,2.0
참거나,-1.0
참견하는,-1.0
참견하다,-1.0
참견하여,-1.0
참다못한,-1.0
참다못해,-1.0
참다운,2.0
참담하다,-1.0
참담한,-2.0
참답게,2.0
참되고,2.0
참된,2.0
참신하다,1.0
참신한,2.0
참실하다,2.0
참으로,1.0
참형에,-2.0
참혹하게,-2.0
참혹하기,-2.0
참혹하다,-2.0
참혹하여,-2.0
참혹한,-2.0
참혹함을,-2.0
창녀,-2.0
창렬,-1.0
창렬스러운,-1.0
창렬이네,-1.0
창백한,-1.0
창의적,1.0
창의적이다,2.0
창의적인,1.0
창조적인,1.0
창피,-2.0
창피스럽다,-2.0
창피스레,-2.0
창피하게,-2.0
창피하다,-2.0
창피하여,-2.0
창피한,-2.0
창황하다,-2.0
채신없이,-2.0
책망,-2.0
책망하거나,-2.0
책망하다,-2.0
책망함,-2.0
책임감,1.0
책임감있는,1.0
책임지고,1.0
처량하고,-2.0
처량히,-2.0
처벌을,-2.0
처벌하여,-2.0
처연하다,-2.0
처지는,-1.0
처참하게,-2.0
처참하다,-2.0
처참히,-1.0
천박,-2.0
천박하게,-2.0
천박하고,-2.0
천박하다,-1.0
천박한,-1.0
천사,1.0
천식,-1.0
천진하게,1.0
천하고,-1.0
천하다,-1.0
천한,-1.0
철없는,-1.0
철저하고,1.0
철저하다,1.0
철컹철컹,-1.0
청결하다,2.0
청결한,2.0
청정하며,1.0
체하여,-1.0
쳐들어가거나,-1.0
쳐들어오다,-1.0
쳐들어옴,-1.0
쳐부수는,-1.0
초라하고,-2.0
초라하다,-2.0
초라한,-2.0
초상이,-2.0
초월,1.0
초월한,1.0
초조,-1.0
초조하고,-1.0
초조하다,-1.0
초조한,-1.0
초조해지고,-1.0
촌스러운,-1.0
촌스럽고,-1.0
촌스럽다,-1.0
촐랑거리며,-1.0
촐싹대다,-1.0
총명하고,2.0
최고,2.0
최고급,2.0
최고의,2.0
최상,1.0
최상급,2.0
최상의,2.0
최악,-2.0
최악의,-2.0
최저가,1.0
최적의,1.0
최적화,1.0
최적화하다,1.0
최절,-1.0
최좌,-2.0
추궁을,-1.0
추근대다,-2.0
추악해지다,-2.0
추운,-1.0
추워서,-1.0
추위,-1.0
추잡하다,-2.0
추잡한,-2.0
추저분하게,-2.0
추저분하다,-2.0
추저분한,-2.0
추진하다,1.0
추천하다,1.0
추하고,-2.0
추하다,-2.0
축냄,-1.0
축복,2.0
축복받다,1.0
축복하다,2.0
축하,2.0
축하하거나,2.0
축하하다,1.0
축하함,2.0
출려,2.0
출세시켜,2.0
출세하여,2.0
출혈,-1.0
춤을,1.0
춥거나,-1.0
충격,-1.0
충격으로,-1.0
충격을,-1.0
충공깽,-1.0
충동적,-1.0
충분하게,1.0
충분하고,1.0
충분하다,1.0
충분해서,1.0
충분히,1.0
충성,1.0
충성스러운,2.0
충성을,1.0
충성이라는,1.0
충성하다,1.0
충족되어,2.0
충치가,-1.0
취약하다,-2.0
취약한,-2.0
취존,1.0
취직하다,2.0
측은,1.0
측은스럽다,-2.0
측은지심,-2.0
측은하다,-2.0
치료하는,1.0
치료하다,1.0
치매가,-1.0
치밀어,-1.0
치사하고,-2.0
치사하여,-2.0
치욕,-2.0
치욕스럽다,-2.0
치우치게,-1.0
치통,-1.0
칙칙하다,-1.0
칙칙한,-1.0
칙칙함,-1.0
친구,1.0
친근하고,2.0
친근하다,2.0
친밀하게,2.0
친밀하다,1.0
친밀한,2.0
친밀함,2.0
친밀히,2.0
친숙해지다,1.0
친애,2.0
친애롭다,2.0
친애하다,2.0
친절,2.0
친절하게,2.0
친절하다,2.0
친절한,2.0
친하게,2.0
친하다,2.0
친한,2.0
친화적인,2.0
칠칠한,2.0
침울하고,-2.0
침체되다,-1.0
침침하다,-1.0
침침한,-1.0
침침해지다,-1.0
침해당거나,-1.0
침해당한,-1.0
침해당할,-1.0
침해한,-1.0
칭미하다,1.0
칭송하는,2.0
칭송할,2.0
칭송함,2.0
칭양하다,2.0
칭예하다,2.0
칭찬,2.0
칭찬받다,2.0
칭찬을,2.0
칭찬하고,2.0
칭찬하는,1.0
칭찬하다,2.0
칭찬하여,2.0
칭찬함,2.0
칭찬해,1.0
칼빵,-2.0
캄캄한,-1.0
캐리,1.0
캣맘,1.0
컴컴하다,-1.0
컹스,-1.0
케미,1.0
코와이네,-1.0
콜록콜록하는,-1.0
쾌감,1.0
쾌조,1.0
쾌활하게,1.0
쾌활하다,2.0
쾌활한,2.0
쿨룩대다,-1.0
쿨룽대다,-1.0
크다,1.0
클라스,1.0
킹왕짱,2.0
타격을,-2.0
타당하다,1.0
타당한,1.0
타들어,-1.0
타륵,1.0
타분하다,-2.0
탁월하다,2.0
탁월한,1.0
탁하다,-2.0
탄력이,1.0
탄복하다,2.0
탄복할,2.0
탄복함,2.0
탄식,-2.0
탄식하다,-2.0
탄식하여,-2.0
탄식할,-2.0
탄식함,-2.0
탄탄하다,1.0
탈영,-1.0
탈음증,-1.0
탈이,-1.0
탈진,-1.0
탈진하다,-1.0
탐관오리가,-1.0
탐내거나,-1.0
탐내는,0.0
탐내어,-1.0
탐묵,-1.0
탐묵하다,-1.0
탐스러운,2.0
탐스러울,2.0
탐스럽게,2.0
탐스럽다,2.0
탐욕스러운,-2.0
탐욕스러워진다는,-1.0
탐욕이,-2.0
탐하는,-1.0
탐하다,-1.0
탐하여,-1.0
탓하거나,-1.0
탓하다,-1.0
탕진잼,-1.0
탕평,1.0
탕평하다,1.0
태업,-1.0
태우다,-1.0
태움,-1.0
태평하게,1.0
태평한,1.0
터무니없거나,-2.0
터무니없는,-2.0
터무니없이,-2.0
텁텁하게,-1.0
텁텁하다,-1.0
텁텁하여,-1.0
텁텁한,-1.0
토끼다,-1.0
토달거리는,-1.0
토달거리다,-1.0
토라져,-1.0
토라져서,-1.0
토라지는,-1.0
토라지다,-1.0
토역질하다,-1.0
토하고,-1.0
토하는,-1.0
토하다,-1.0
토하려고,-1.0
토할,-1.0
톨톨대다,-2.0
통과되다,1.0
통달하고,1.0
통달하는,1.0
통달하여,1.0
통달한,1.0
통원하다,-1.0
통증,-1.0
통증을,-1.0
통쾌,2.0
통쾌감,1.0
통쾌하다,2.0
통탄하다,-2.0
통하다,1.0
투덜거리는,-1.0
투덜거리다,-1.0
투덜대는,-1.0
투덜대다,-1.0
투박하다,-1.0
투박한,-1.0
퉁명스러운,-2.0
퉁퉁하게,-1.0
퉁퉁하다,-1.0
트렌디하다,1.0
트롤,-1.0
트집을,-1.0
트집이나,-1.0
특권,2.0
특별하다,1.0
특별한,1.0
특이하다,1.0
특출하게,1.0
튼튼하게,1.0
튼튼하다,1.0
튼튼하여,1.0
튼튼히,1.0
틀딱,-1.0
틀딱충,-1.0
틀리거나,-1.0
틀리다,-1.0
틀린,-1.0
틀어지다,-1.0
틀어진,-1.0
티격태격하는,-1.0
파괴,-2.0
파괴되어,-1.0
파괴와,-1.0
파괴하다,-1.0
파괴하여,-1.0
파오후,-1.0
파울,-2.0
파출하다,-1.0
팔팔하다,1.0
패가망신한다는,-1.0
패배,-1.0
패배하다,-2.0
패하고,-1.0
패하다,-1.0
팽개치다,-1.0
페널티,-2.0
편견,-2.0
편두통,-2.0
편리,2.0
편리성,2.0
편리하게,1.0
편리하고,2.0
편리하다,2.0
편안,2.0
편안하게,2.0
편안하고,2.0
편안하다,2.0
편안한,2.0
편안히,2.0
편애,-1.0
편애하다,-1.0
편하게,2.0
편하고,2.0
편하다,2.0
편한,2.0
편히,2.0
평등하다,1.0
평등하다는,1.0
평등한,1.0
평등함을,1.0
평안하다,2.0
평안하여,2.0
평안한,2.0
평안함,2.0
평안히,2.0
평온,2.0
평온무사,2.0
평온무사하다,2.0
평온하다,2.0
평온히,2.0
평탄하다,2.0
평화로운,2.0
평화로움,2.0
평화롭게,2.0
평화롭다,2.0
평화를,1.0
폐결핵,-2.0
폐렴,-2.0
포근하게,1.0
포근하고,1.0
포근하다,1.0
포근한,1.0
포기,-1.0
포기하고,-1.0
포기하다,-1.0
포살되다,-1.0
포악하다,-2.0
포악하며,-1.0
포악한,-1.0
포학한,-1.0
폭군,-2.0
폭군을,-2.0
폭력,-2.0
폭력으로,-1.0
폭력을,-1.0
폭력적,-1.0
폭발적이다,1.0
폭행,-1.0
폭행이나,-1.0
폭행하다,-1.0
표리부동한,-1.0
푸근푸근히,1.0
푸근하게,1.0
푸근하고,1.0
푸념을,-2.0
푸지다,1.0
푸짐하다,1.0
품격,1.0
품격을,1.0
품위,1.0
품절남,1.0
품절녀,1.0
풍년이,2.0
풍미있는,1.0
풍부하다,1.0
풍성풍성히,1.0
풍성하게,1.0
풍성하고,1.0
풍요로워지다,1.0
풍요롭다,1.0
풍자하였다,-2.0
피가,-1.0
피고름이,-1.0
피곤을,-1.0
피곤이나,-1.0
피곤하거나,-1.0
피곤하다,-1.0
피곤함,-1.0
피꺼솟,-2.0
피난함,-1.0
피눈물,-2.0
피로,-1.0
피로감,-1.0
피로를,-1.0
피로하여,-1.0
피부병,-2.0
피부염,-1.0
피핍하다,-1.0
피하거나,-1.0
피하는,-1.0
피해,-1.0
핀잔,-2.0
핀잔을,-2.0
필수,1.0
필요하고,1.0
하기를,1.0
하늘하늘하다,1.0
하드캐리,2.0
하소연이나,-2.0
하소연하는,-2.0
하소연하다,-2.0
하잘것없다,-1.0
