Code,Name,Volatility,TotalReturn,AvgReturn,Sector,Volume,Amount,Marcap,Risk
241770,메카로,1.7,9.69,0.4918875005395513,반도체와반도체장비,7757,63816770,84191206400,1
036120,SCI평가정보,2.31,10.49,0.8068077550416386,상업서비스와공급품,140515,331379905,84135000000,1
036630,세종텔레콤,2.34,5.0,0.03875123412221157,다각화된통신서비스,419795,176590339,84000000000,1
093190,빅솔론,1.7,6.47,0.22184756481463488,컴퓨터와주변기기,12700,55377550,83881625800,1
038680,에스넷,3.2,1.69,0.04383950053446441,IT서비스,77606,331920660,83672617560,2
039610,화성밸브,4.2,13.9,0.3731648153089123,기계,411737,3241164230,83595512000,2
010470,오리콤,5.07,1.46,-0.4853067061519408,광고,28199,196984620,83346348000,3
074430,아미노로직스,2.33,9.48,0.21093639915791274,제약,40110,38023767,83172021268,1
215100,로보로보,4.84,28.26,0.9485827048289228,교육서비스,506066,2070158800,83123434590,3
464280,티디에스팜,5.37,22.7,0.5715992987490648,제약,155504,2302473790,82784100000,3
460940,피앤에스미캐닉스,6.36,76.38,2.728633070390032,건강관리장비와용품,760813,9949966850,82644119800,3
056360,코위버,7.23,111.01,4.18692742518411,통신장비,1771516,15509079950,82587024000,3
015710,코콤,3.87,19.54,0.533323423919844,통신장비,735608,3563812400,82568655000,2
239890,피엔에이치테크,4.67,34.96,1.0015344307183482,디스플레이장비및부품,42285,350596360,82466766500,2
408900,스튜디오미르,4.07,11.5,0.15628839288722596,방송과엔터테인먼트,102156,256450710,82419457680,2
067290,JW신약,4.11,29.81,1.2307825079767323,제약,73499,117449361,82363233240,2
004650,창해에탄올,1.48,2.17,-0.05113106061966234,음료,7807,69617040,82258420750,1
