닉네임,날짜,내용
열혈아빠,2025-01-08T18:00:21+09:00,"삼전 커뮤니티에 들어오면, 인생의 모든 희로애락이 다 느껴지는듯.. 누구는 크게 익절해서 수익을 내고, 다른 누구는 버티다 결국 아프게 손절하고 떠나버리고..ㅎ 올해는 다들 존버해서 승리하시길~"
돌봄이,2025-01-08T17:40:12+09:00,난 삼전만 사면 망한다
Hi07,2025-01-08T17:36:31+09:00,환율이 다시 오르고 있는데
멍청이야난,2025-01-08T17:32:59+09:00,"오찌 바뀌나요?

삼전도 12월이 아닌가보네여"
네꺼삐야,2025-01-08T17:30:01+09:00,오예 2개월의 기다림
디이엔티,2025-01-08T17:28:58+09:00,이번년도안에 삼성전자는...?
내꿈은도비,2025-01-08T17:28:54+09:00,꺄르륵 꺄륵💕
마구쳐,2025-01-08T17:25:41+09:00,"실적발표되고
이익도나고
새해도되고
이젠 오르나요?"
삼성SDI만모아라,2025-01-08T17:21:57+09:00,"얼음!!! 우린 이 게임을 해봤다구요!!

8년전에 해봤다구요!!

모두 매도를 멈춰주세요!!"
주린이켄챤,2025-01-08T17:18:33+09:00,악재 소진. . . 더 나올 악재 없어서 바닥임 공감대 확산 . . 꾸준히 회복 할듯
쑥이철이,2025-01-08T17:16:31+09:00,줄때 빨리먹고 나오세요
짜쓰야,2025-01-08T17:16:10+09:00,아직 갈길이 멀다 ㅋㅋㅋ
나락의길시작,2025-01-08T17:12:22+09:00,본전왔네 이제 올라가보자~
수내동흑우,2025-01-08T17:01:52+09:00,6.5까지 안본다
hahau,2025-01-08T16:56:02+09:00,내일 그대로 떨어짐
고랭잉,2025-01-08T16:43:44+09:00,어제 거래량이 심상치 않아서 시드 전부 박았는데 오늘 외인이 400만개 들어왔네 이제야 오르겠다 400만개 이상 한번에 들어온건 상승장 8만원갈때쯤 밖에 없음 솔찍히 이정도 들어온거면 상승의 시초라고 봐도 무방 있는돈 없는돈 싹다 갈아야겠다
럭키반지,2025-01-08T16:43:00+09:00,다들 얼마까지 보시나요?
리드엘,2025-01-08T16:41:40+09:00,"30만주 적게 70만주 매입
2월 중순까지 살려면 이제 100만주 안팎으로 매수해야함"
주식알아가는중,2025-01-08T16:34:29+09:00,일단 6만원까진 올거 같은데 그 이후로 횡보하거나 저점 다잡거나 할듯
에베벡,2025-01-08T16:34:21+09:00,오구 드디어왔네 용하다
또또캉,2025-01-08T16:34:13+09:00,와 개미들 오지게도 팔았네 ㅋㅋㅋㅋ
나락중임,2025-01-08T16:33:35+09:00,62층와라 다판다
정쭌영,2025-01-08T16:33:13+09:00,"장기이평선 뚫고 나왔네
이제 미장 거품 꺼질 때 됐으니 집나갔던 서학개미들 다시 돌아올듯"
애플웨스트,2025-01-08T16:30:36+09:00,네이놈
구름속의산책,2025-01-08T16:29:58+09:00,현재시가총액400조안팍이지만 연말과 내년으로 넘어갈즈음 한줄기 오아시스같은 빛줄기가나올듯 보이고 시가총액1500조예상하고있고 내년중반에서 후반2000조넘어갈거라고 보고있어요매출도500조이상과 영업이익130조가량으로 생각되고 대한민국NO1은 변하지 않는게 맞고 용인팹가동하고나서는3000조회사로 넘사벽 그룹이될거라고보고있어요
Zzed,2025-01-08T16:29:56+09:00,이번주 6만전자 가길 바랍니다
가쥬왕88,2025-01-08T16:28:17+09:00,캬 지금이걸판다고?
쫄리는병아리,2025-01-08T16:26:26+09:00,"마이크론 아니고 삼성이라는데...

예전에도 마이크론 램 쓴거보다 삼성램 탑재된게

프리미엄 있었음요"
곰돌이우,2025-01-08T16:25:33+09:00,이번주는 6만원 근처라도 가줬으면 좋겠네욯ㅎㅎ
부자71,2025-01-08T16:20:04+09:00,"난 실제로 집회에 나갔으며
그 안에 중국ㆍ페미ㆍ동성애ㆍ민노총이
합세하여 이재명 응원하는걸 봤습니다.
좌우를 떠나서 친중하는 이 대표가 대권잡으면
지금도 민주당에선 친중화적인 법안들 발의대기중임.
200석 민주당과 대선 이재명이면
법은 무조건 통과
여러분들은 진정 이재명 민주당이 정권잡으면
이 나라가 살기 좋은 나라가 될것으로
진정 생각하시나요?"
곰돌이우,2025-01-08T16:19:43+09:00,와 외인 480만주 매수?! 분위기 전환 된거 같긴합니다. 확실히!
화나고슬프고,2025-01-08T16:19:43+09:00,맨날 보던 그림인데 알아서들 판단하세용ㅋㅋㅋ
전자렌지,2025-01-08T16:18:46+09:00,외국인 대환영~ 영어 가능이요~ 어서오세요~
삼전35만원,2025-01-08T16:16:19+09:00,"5년전 - 삼전 풀매수 합니다
??? - 지금 가격에 들어간다고?
10년전 - 삼전 풀매수 합니다
??? - 그 비싼 가격에 저걸 산다고?
15년전 - 삼전 풀매수 합니다
??? - 폐가망신 하려고 작정을 했구나

2024년 12월 - 삼전 풀매수 합니다
??? - 응~ 3만전자 4만전자 한국망함 ㅅㄱ

역사는 반복되고
남에게 삿대질 하던 손가락은 엄지는 상대를 향하지만
나머지 손가락은 자기 자신을 향한다."
아시비김길윤단타로10억드가자,2025-01-08T16:15:22+09:00,ㅇㅇ
Allahbong,2025-01-08T16:14:57+09:00,우마이
개잡주선별,2025-01-08T16:14:12+09:00,개미 너무 털어버리네.
비밀창고,2025-01-08T16:13:02+09:00,하닉이 거의 20인데10만도 못가냐
쁨이29,2025-01-08T16:12:54+09:00,드뎌 눈물의 62층이 보이네여. 63층만 되면 팔 예정요
CvKing,2025-01-08T16:12:19+09:00,삼전 3프로 올랐다고 치킨에 맥주 땡기네
삼성다니는박정진,2025-01-08T16:12:16+09:00,6만2천오겠죠?
Leoooo,2025-01-08T16:08:16+09:00,존버하신분들 🙏🏻🙏🏻
아니이게말이되냐,2025-01-08T16:08:15+09:00,실적 악재 해소로 받아들여졌나보네
달무리,2025-01-08T16:07:26+09:00,역시 외인이 사줘야오르네
일개인적무림,2025-01-08T16:05:48+09:00,제발 내일 58300 이상 가즈아
내꺼빼고다오르네,2025-01-08T16:04:44+09:00,얼마만에 외인들의 큰수급이야..삼전주주였던사람으로써 기분이 좋습니다.쭉쭉 6만원까지 달리자
울산사랑,2025-01-08T16:04:33+09:00,이제 천천히 올라가야지ㆍㆍ
대학섕쮸쮸,2025-01-08T16:03:17+09:00,"신입 받으십쇼!!!!
꾸준 분할매수 스따뜨 입니다!!!"
니니니니니니냐,2025-01-08T16:02:46+09:00,"아 좋다
개인이팔고 외국인이 사서ㅎ
내일만또 개인이팔고 외국인이사자"
보리탱구리,2025-01-08T16:02:36+09:00,버틸까요? 탈출할까요?
돈사갈비,2025-01-08T16:00:19+09:00,손절 싫어서 계속 버팁니다
꼬마메이드,2025-01-08T15:59:06+09:00,다시 떨어지면 돌아오겠읍니다.
NH투자중권,2025-01-08T15:56:47+09:00,혹시 몰라 국장 해봤지만 역시나 도망갑니다 ㅌ ㅌ
진짜궁금한데,2025-01-08T15:56:45+09:00,"남들 다 오를때 떨어지더니
미국 다 떨어질때 오르는구나..!"
자유를향해서,2025-01-08T15:55:34+09:00,좋아올라와
Musicstory,2025-01-08T15:55:00+09:00,"역시 외국인이 사주어야 개인파니
삼전이 오르네요
저도 개인이지만 가지고 있으려고
합니다
외국인 꾸준히 들어 와야
꾸준히 오를텐데"
이러디망,2025-01-08T15:54:53+09:00,감사합니다
주싯가라망했어요,2025-01-08T15:52:50+09:00,"하하 팔렸따
얼른 더 올라라"
코밍랴,2025-01-08T15:51:45+09:00,갭상승 가자.. 종베완료
일개인적무림,2025-01-08T15:47:02+09:00,하 최고점에 물려있어 제발 금요일까지 와주라 58300부터 10만원씩 매도 할게 ㅠㅠ
초코맛마라샹궈,2025-01-08T15:39:21+09:00,누가 사서
왕웅잉,2025-01-08T15:39:05+09:00,매우 좋은 징조다 난 이걸 바란게 맞아
짤랑이123,2025-01-08T15:37:16+09:00,왜올라무새들 궁금하면 챗 지피티에 물어보세여ㅠ 여기 뭐 워렌버핏 모여있나 물어본다고 본인 원하는 해답 듣는 것도 아니면서 왜올라여 실적 안좋던데 왜올라여 돌림노래 부르나 🥹
초식동물OO,2025-01-08T15:37:10+09:00,젠슨형님 한마디에 폭등이네
일십억만들기,2025-01-08T15:36:25+09:00,낼또 엄청 매도인가?
구미장수말발,2025-01-08T15:34:23+09:00,오구있어 오구있어
불장에디인다,2025-01-08T15:32:48+09:00,"탑재될것으로 예상된 하이닉스 삼성 전부 언급없이 마이크론언급하며 연설은 끝났고 오히려 기자 개인질문에
엔비디아가 설계엎으라고 꼽을 줬는데 오히려 오르고

실적발표애서 예상보다 낮은 실적도 기록했는데

주린인데 정말 생태계예측이 어렵네요"
Davidwalker,2025-01-08T15:31:37+09:00,오
흐뀨흐뀨흐뀨,2025-01-08T15:29:54+09:00,지금 오르는 건 내려가기 위해 오르는게 아닐까!
susu496,2025-01-08T15:29:19+09:00,토스 증권앱 달러를 다른 증권앱으로 옮길 수 있나요?
너무악당박종효,2025-01-08T15:29:00+09:00,왜올라? 실적발표 나온거 하회한거아님?
먀노아먐,2025-01-08T15:27:34+09:00,냥
제논개스,2025-01-08T15:25:59+09:00,삼성전자 오르는 호재(이유)가 뭔가요?
나는냐호랭,2025-01-08T15:23:54+09:00,평단이 너무 높은데 지금이라도 물 타는게 나을까요.. 아님 더 떨어질라나..
뚜왈렛,2025-01-08T15:23:31+09:00,8층에사람있다쓰기도힘즌수치네
익절닉값실천,2025-01-08T15:22:39+09:00,매번 익절기회 놓쳤는데 이번엔 가보자
허허헣핳,2025-01-08T15:20:35+09:00,"어렵다 어려워
어케 해야하지"
브래드셔먼,2025-01-08T15:20:33+09:00,와
달달구리텟,2025-01-08T15:18:46+09:00,시드가 없어 다음 저점 잡겠습니다.
먹어보자투자맨,2025-01-08T15:17:29+09:00,팔까말까 결정 잘하세요 우리가먹냐 외인이먹냐
응니말맞아,2025-01-08T15:15:25+09:00,으이그 또속냐
인생씁디다,2025-01-08T15:15:17+09:00,이러다 또 훅떨어겠지...ㅜㅜㅜ
커피콩가게,2025-01-08T15:15:11+09:00,욕하다 정든 삼전 이제 안녕 …👋
동아둉아,2025-01-08T15:14:37+09:00,ㅈㅂ 주차해줘
맨징하고파,2025-01-08T15:14:25+09:00,자사주를 사다마는 느낌은모지
여기가맛집이라고들었습니다만,2025-01-08T15:12:33+09:00,외쿡인 더 사줘
주린이예욧,2025-01-08T15:12:27+09:00,제발 롤러코스터 안타게 해주세오 5만 7천원선 지키자 젭알...
초보투자러욕심노노,2025-01-08T15:11:22+09:00,어머 삼전이???ㅋㅋㅋ
진돌맘,2025-01-08T15:10:33+09:00,양만춘이 뚝배기깨러 가즈아 ㅅㅅ
쿠쿠루삥뿡뿡,2025-01-08T15:10:32+09:00,올
먹어보자투자맨,2025-01-08T15:09:31+09:00,막판에는 파는자와 내일보고 사는자와 반반이네요
Analytics,2025-01-08T15:09:20+09:00,"마이크론만 납품하는 것 아닌데...
잘 못 발언했다 인정함.. 끝.

https://biz.chosun.com/it-science/ict/2025/01/08/DSV75YQGLRCAJNLP2PHLA5AY4A/"
말리지마못참아,2025-01-08T15:09:08+09:00,지긋지긋해서 팔아버림
내것만내려,2025-01-08T15:08:44+09:00,오늘은 여기까지
계란프라이,2025-01-08T15:08:39+09:00,외국인들이 엄청사니 내가 국장을 하는지 미장을 하는지 모르겠는 주식... (쨌든 오름)
데브브,2025-01-08T15:08:28+09:00,걍 탈출~ 재용이햄 힘내숑
당근당근당근이,2025-01-08T15:08:17+09:00,쳐박으러 내려오네 ㅋㅋ
아름다운,2025-01-08T15:07:50+09:00,더올라가길 빌지만.. 국내 상황때문에 지켜보고 다시오겠습니다..
먹어보자투자맨,2025-01-08T15:06:52+09:00,머야 막판에 안떨쿠네 왠일이야
한장군2,2025-01-08T15:06:49+09:00,최대 30% 올라갈수 있을까요?
주린이예욧,2025-01-08T15:06:37+09:00,"그래도 어제보다 또 올랐네요 한잔해~
아 현실적으로 6만5천까지는 좀만 기달리면 올라갈것 같은데 욕심은 7만2천에 팔고 싶고."
Zzed,2025-01-08T15:06:19+09:00,6만 가주세요
오링5링,2025-01-08T15:06:14+09:00,"이런 멍청한 소리듣는것도 지침 ㅋㅋㅋㅋ

전세계적으로 강달러 인데 지금 엔원 9.2다 아직도

이걸 보면 아직도 모르겠냐 하수들은 설명해줘도 모를듯

딱히 원화는 달러에 비해 난리난거지 다른통화랑 비교하면

평년수준이여"
양구운,2025-01-08T15:05:32+09:00,이제 슬슬 더 사볼까?? 외인들 4~5일 계속 들어올때까지 기다렸는데 오늘이 그날이구먼 ㅎㅎ
민지카리나안유진세은,2025-01-08T15:04:50+09:00,오늘 외국인 매수량ㄷㄷ
주린린린이이,2025-01-08T15:04:43+09:00,거의 두달만에 양전?
포세이돈77,2025-01-08T15:04:19+09:00,"오늘 거래량이 남 다르네요.
대한민국 대표 기업 삼성전자의 상승이 대한민국의 전체 낙수효과이니...
주주분들 건투 하십시오!"
끝까지아주,2025-01-08T15:04:01+09:00,내일 6만
llm,2025-01-08T15:02:36+09:00,외인들은 대체 무슨 좋은소식 들었다고 사는거지
이거다님들돈이에요,2025-01-08T15:02:31+09:00,다신 개잡주에 투자하지않겠습니다 내일은 꼭 꺼내주세요 제발 살려주세요
수원시티베이비,2025-01-08T15:02:29+09:00,황황황
수수수수퍼노바,2025-01-08T15:02:28+09:00,걍 웃음만
콩21,2025-01-08T15:02:08+09:00,이런 시절도 있었는데... 그립다
와카야마라멘,2025-01-08T15:00:57+09:00,이야 오늘은 윗꼬리 없이 올리네. 이제 뭐 악재 나올 것도 없지않나? 6만 드디어 가니??
덕덕덕행,2025-01-08T15:00:48+09:00,오전에 사고 오후에 팔고
주린이예욧,2025-01-08T15:00:14+09:00,"와 진짜 버거형님들 대단하다... 형님들이 죽어라 사도 버거형들 팔면 떨어지는 주식인데
개인들 팔아도 버거형님 사기 시작 하면
계속 올르는구나"
오링5링,2025-01-08T14:59:39+09:00,"그럼 국힘지지자인 내가 삼전 주식을 이렇게 샀겠냐?
니들은 평생 그렇게 살아 환율도 윤석열탓

모든게 윤석열 덕분이지 아주 ㅋㅋㅋ"
김슨피,2025-01-08T14:59:38+09:00,어 외국인 많이들어왓네
뿌니걸,2025-01-08T14:59:28+09:00,58가겠다
일십억만들기,2025-01-08T14:59:21+09:00,어제 공매도 엄청 했네요
현준이아빠,2025-01-08T14:59:06+09:00,개꿀
운칠운삼,2025-01-08T14:58:50+09:00,6만원만 제발 와줘
이거다님들돈이에요,2025-01-08T14:58:37+09:00,저좀빼주십시오제발62층입니다제발벌써몇년째인지모르겠습니다물만10번넘게탔습니다다신국장안오겠습니다
주린이294848,2025-01-08T14:56:51+09:00,60만개 먹을수있냐
명금당,2025-01-08T14:56:50+09:00,설마
선형대수권위자,2025-01-08T14:56:33+09:00,레부리지 풀매수 권고 ㄷㄷ
하하하하33,2025-01-08T14:56:15+09:00,와 진짜 57500까지 올랐네
이이이이잉네,2025-01-08T14:54:23+09:00,ㅋㅋㅋㅋㅋ 삼성 욕하던 개미분들 다 어디 가셨어요? ㅋㅋㅋㅋ
해병대사나이,2025-01-08T14:54:23+09:00,"자 이제 시작이야 내꿈을
내꿈을 위한 여행 피카츄
걱정따윈 없어 (없어)
삼전이 함께니까 (삼전삼전)🔥"
주식어려워유유,2025-01-08T14:53:16+09:00,65000원까지만 가주세요
랑규궁,2025-01-08T14:53:09+09:00,아직 아니고.. 하반기에요.. 여러분..
차근이,2025-01-08T14:53:07+09:00,"그래도 제일 안전하다고 생각되서
그냥 적금보다낫겠지... 하고."
워렌뽀삗,2025-01-08T14:52:09+09:00,삼전의 유쾌한 반란이 시작된다!!
쫄to병,2025-01-08T14:50:46+09:00,아니 왜 탈출을 함 이제 시작인데 좀 진득하니 기다리면 될 일
쿠쿠쿠쿸쿠쿠쿸킄,2025-01-08T14:49:50+09:00,간다했제
부리또인,2025-01-08T14:49:11+09:00,탈출
일론머스크레용짱구,2025-01-08T14:49:05+09:00,조아조아
좌전방하행차트,2025-01-08T14:48:41+09:00,외인 매수세 돌아왔다 봐도되겠지..?
땅콩라떼,2025-01-08T14:48:39+09:00,더 묵혔어야 했었나
대나미,2025-01-08T14:48:10+09:00,내평단 쥐큼이니!!
그냥꼬라박아,2025-01-08T14:46:22+09:00,ㅛㅛㅛㅛ.
어어삼성,2025-01-08T14:46:21+09:00,떨어지면 다시 들어갑니다
22살주린이잉데요오,2025-01-08T14:46:02+09:00,또 오르는척 하고 떨어지겟지..?
국장지긋지긋하다,2025-01-08T14:45:23+09:00,막판 시원하게 들어올려바
나스닥은쉰,2025-01-08T14:44:59+09:00,아흐 오늘 54900에 안걸린게 너무 아쉽네 찍고 올라버려서 ㅠ_ㅠ
콩21,2025-01-08T14:44:54+09:00,오늘 574에서 끝날듯
백수2년차,2025-01-08T14:44:38+09:00,내일은6만전자가자
죽백나무,2025-01-08T14:44:32+09:00,"소소하게 이익보고 나가요
모두들 화이팅!"
수익좀내자1,2025-01-08T14:43:35+09:00,한번도 삼전으로 벌어본 적 없는데 이번에는 좀 벌어보자 시드 반만 투입 ㅋㅋ
도시천사,2025-01-08T14:43:21+09:00,"왜이랴 어색하게 ㅎ 6만전자 할라고?
큰 기대는 없는데 화이팅!!!"
죽백나무,2025-01-08T14:43:04+09:00,약간의 수익보고 나갑니다
모스짱,2025-01-08T14:42:34+09:00,홧팅 난아직 멀었쪄
주린이예욧,2025-01-08T14:42:34+09:00,와 57400 57500 매도벽 엄청 단단하네
세르나,2025-01-08T14:42:17+09:00,너무 오래물려잇엇네..
맨징하고파,2025-01-08T14:40:58+09:00,"58층주민입니다

65층가면 좋겠네요"
없는돈이다생각해,2025-01-08T14:39:43+09:00,"주린이에오 11월 말에 사서 한달반 존버했어오
조정오면 다시 올게오"
중소형주식장기투자자,2025-01-08T14:39:15+09:00,차트보고 10일전에 들어왓는데 벌써 수익률 7% ㅋ ㅑ.
소유는번뇌,2025-01-08T14:38:50+09:00,외인들 420만을 넘었네여
서현진,2025-01-08T14:37:44+09:00,"자사주 매입 후
삼전은 6개월 내
항상 주가가 30퍼 넘게 올랐다.
역사가 증명한다.
눈나가 엔비 22만 테슬라 60만
하이닉스 20만에 고점 눌러 놨으니깐 무조건 돈은 삼전으로
몰릴거다.
눈나 믿어라 아멘 ♡♡"
해윙용,2025-01-08T14:37:15+09:00,뭔가 심상치는 않다?
일룬모스코,2025-01-08T14:36:52+09:00,갤랙시25 흥해라
